Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,Momentum_1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,Momentum_2,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,Momentum_3,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,Momentum_4,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,Momentum_5
69.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:50:14,2.0,2.0,70.0,1.0,0.0,0.0,1.0,30,0,1.0,2.0,2.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.314,3.801,2.0,111.0,BW,NCTL,D,0.0,0.0,3.852631572077563,69.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:52:42,2.0,2.0,70.0,0.0,1.0,1.0,0.0,0,0,2.0,2.0,1.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.674,6.104,2.0,105.0,B,NCTL,D,0.0,1.0,3.782278473642045,69.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:52:01,1.0,11.0,70.0,0.0,0.0,5.0,5.0,40,30,1.0,2.0,1.0,36.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118,7.685,3.0,107.0,BC,NCTL,ND,0.0,1.0,4.835714276147959,69.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:49:34,2.0,3.0,70.0,1.0,0.0,1.0,1.0,30,15.0,2.0,1.0,1.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.065,8.759,2.0,115.0,W,CTL,ND,0.0,1.0,15.476190468631897,69,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:57:17,2,4,70,0,1,2,1,15,0,2,2,1,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.028,25.613,6,109.0,C,NCTL,ND,0,1,-12.487995004101
70.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:51:10,2.0,2.0,71.0,1.0,0.0,0.0,1.0,30,15,1.0,1.0,2.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.48,40.171,12.0,118.0,BC,NCTL,D,0.0,0.0,-1.2473684279224375,70.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:53:23,2.0,2.0,71.0,0.0,1.0,1.0,0.0,15,0,2.0,1.0,1.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.221,6.546,2.0,123.0,C,NCTL,ND,0.0,1.0,3.682278473642045,70.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:54:06,1.0,12.0,71.0,0.0,0.0,6.0,5.0,0,0,2.0,1.0,2.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.943,9.575,3.0,128.0,C,NCTL,ND,0.0,0.0,2.73571427614796,70.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:49:56,2.0,3.0,71.0,1.0,0.0,1.0,1.0,40,15.0,2.0,1.0,2.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50.733,39.461,13.0,124.0,C,CTL,ND,0.0,0.0,7.476195468626898,70,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:58:25,2,4,71,0,1,2,1,30,0,2,2,2,31,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.211,15.539,3,92.0,BC,NCTL,D,0,0,-11.488000004096
71.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:51:54,2.0,2.0,72.0,1.0,0.0,0.0,1.0,30,30,1.0,1.0,1.0,37.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824,1.682,1.0,126.0,C,NCTL,0,1.0,1.0,0.7526315720775624,71.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:53:53,2.0,2.0,72.0,0.0,1.0,1.0,0.0,30,0,2.0,1.0,2.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.383,7.426,3.0,131.0,C,NCTL,ND,0.0,0.0,1.5822784736420448,71.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:54:30,1.0,12.0,72.0,0.0,0.0,6.0,5.0,0,15,2.0,1.0,1.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222,10.345,2.0,119.0,BC,NCTL,ND,0.0,1.0,2.63571427614796,71.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:50:32,2.0,3.0,72.0,1.0,0.0,1.0,1.0,40,30.0,2.0,1.0,2.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.621,16.693,5.0,123.0,BW,CTL,ND,0.0,0.0,4.476192968630648,71,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0:59:14,2,4,72,0,1,2,1,30,15,2,1,2,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,4.169,1,121.0,BW,CTL,D,0,0,-13.488000004096
72.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:52:21,2.0,2.0,73.0,1.0,0.0,0.0,1.0,40,30,1.0,2.0,2.0,37.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.674,13.243,2.0,97.0,W,CTL,ND,0.0,0.0,-0.2473684279224377,72.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:54:23,2.0,2.0,73.0,0.0,1.0,1.0,0.0,30,15,2.0,1.0,2.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.777,25.397,5.0,124.0,W,CTL,ND,0.0,0.0,-0.4177215263579553,72.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:54:54,1.0,12.0,73.0,0.0,0.0,6.0,5.0,15,15,2.0,1.0,1.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.456,6.317,2.0,114.0,W,CTL,ND,0.0,1.0,1.5357142761479594,72.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:51:00,2.0,3.0,73.0,1.0,0.0,1.0,1.0,40,40.0,2.0,2.0,1.0,41.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81,27.675,8.0,95.0,C,NCTL,ND,0.0,1.0,4.476192968630648,72,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:00:04,2,4,73,0,1,2,1,30,30,2,2,1,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.486,6.882,2,99.0,BW,NCTL,D,0,1,-13.488000004096
73.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:53:06,2.0,2.0,74.0,1.0,0.0,0.0,1.0,40,40,1.0,2.0,2.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.494,9.222,2.0,105.0,BC,NCTL,D,0.0,0.0,-0.2473684279224377,73.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:54:59,2.0,2.0,74.0,0.0,1.0,1.0,0.0,30,30,2.0,1.0,1.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.354,77.833,12.0,124.0,W,NCTL,D,0.0,1.0,-0.4177215263579553,73.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:55:25,1.0,12.0,74.0,0.0,0.0,6.0,5.0,30,15,2.0,1.0,2.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.444,8.944,3.0,127.0,BW,NCTL,D,0.0,0.0,0.5357142761479594,73.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:51:44,2.0,3.0,74.0,1.0,0.0,1.0,1.0,AD,40.0,2.0,2.0,1.0,42.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.31,11.111,2.0,95.0,BW,NCTL,D,0.0,1.0,12.476190468631897,73,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:01:00,2,4,74,0,1,2,1,40,30,2,1,2,32,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,120.712,93.426,29,118.0,BW,NCTL,ND,0,0,-18.487995004101
74.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:54:11,2.0,2.0,75.0,1.0,0.0,0.0,1.0,40,AD,1.0,1.0,2.0,37.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.235,10.59,2.0,129.0,B,NCTL,ND,0.0,0.0,-9.347363427927435,74.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:56:02,2.0,2.0,75.0,0.0,1.0,1.0,0.0,40,30,2.0,1.0,2.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.927,7.509,1.0,133.0,C,CTL,D,0.0,0.0,-5.417716526362956,74.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:55:55,1.0,12.0,75.0,0.0,0.0,6.0,5.0,30,30,2.0,2.0,2.0,38.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.388,27.494,7.0,113.0,BC,NCTL,ND,0.0,0.0,-1.4642857238520406,74.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:53:48,2.0,4.0,75.0,1.0,0.0,2.0,1.0,0,0.0,1.0,2.0,1.0,43.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.164,25.549,3.0,100.0,W,NCTL,ND,0.0,1.0,24.5761854686369,74,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:02:27,2,4,75,0,1,2,1,40,40,2,1,2,32,43,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.661,26.537,5,110.0,C,NCTL,D,0,0,-18.487995004101
75.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:54:56,2.0,3.0,76.0,1.0,0.0,0.0,2.0,0,0,2.0,1.0,2.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.125,7.455,1.0,126.0,C,CTL,D,0.0,0.0,-8.347363427927437,75.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:56:32,2.0,2.0,76.0,0.0,1.0,1.0,0.0,40,40,2.0,1.0,2.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673,5.77,1.0,127.0,C,CTL,D,0.0,0.0,-5.417716526362956,75.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:56:50,1.0,12.0,76.0,0.0,0.0,6.0,5.0,30,40,2.0,2.0,2.0,38.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.866,21.446,7.0,106.0,BC,NCTL,ND,0.0,0.0,-3.464285723852041,75.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:54:32,2.0,4.0,76.0,1.0,0.0,2.0,1.0,15,0.0,1.0,1.0,1.0,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.194,12.567,3.0,117.0,BC,NCTL,D,0.0,1.0,28.6761854686369,75,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:03:10,2,4,76,0,1,2,1,40,AD,2,1,2,32,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,4.131,1,122.0,W,CTL,ND,0,0,-20.487995004101
76.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:55:20,2.0,3.0,77.0,1.0,0.0,0.0,2.0,0,15,2.0,1.0,2.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.712,11.06,1.0,128.0,W,CTL,ND,0.0,0.0,-7.347363427927438,76.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:56:58,2.0,2.0,77.0,0.0,1.0,1.0,0.0,40,AD,2.0,1.0,2.0,37.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.183,3.351,1.0,128.0,B,NCTL,ND,0.0,0.0,-7.417716526362956,76.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:57:58,1.0,13.0,77.0,0.0,0.0,6.0,6.0,0,0,1.0,1.0,1.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.413,41.737,7.0,119.0,BW,NCTL,D,0.0,1.0,-0.3642857238520406,76.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:55:01,2.0,4.0,77.0,1.0,0.0,2.0,1.0,30,0.0,1.0,2.0,2.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.647,40.004,8.0,106.0,BC,CTL,ND,0.0,0.0,25.676190468631894,76,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:03:48,2,5,77,0,1,2,2,0,0,1,2,2,32,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.935,38.632,10,105.0,B,NCTL,ND,0,0,-19.488000004096
77.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:55:50,2.0,3.0,78.0,1.0,0.0,0.0,2.0,0,30,2.0,1.0,2.0,37.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.788,5.077,3.0,108.0,BW,NCTL,D,0.0,0.0,-2.3473684279224374,77.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:58:00,2.0,3.0,78.0,0.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,38.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.931,28.647,5.0,106.0,BC,NCTL,ND,0.0,1.0,-3.317721526357955,77.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:58:40,1.0,13.0,78.0,0.0,0.0,6.0,6.0,1,0,2.0,1.0,2.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.419,11.794,1.0,127.0,W,NCTL,ND,0.0,0.0,-0.3642857238520406,77.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:55:53,2.0,4.0,78.0,1.0,0.0,2.0,1.0,30,15.0,1.0,1.0,2.0,44.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.183,7.746,2.0,111.0,W,CTL,ND,0.0,0.0,23.5761904686319,77,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:04:49,2,5,78,0,1,2,2,0,15,1,1,1,33,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,4.499,1,126.0,W,CTL,0,0,1,-20.388000004096
78.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:57:08,2.0,3.0,79.0,1.0,0.0,0.0,2.0,0,40,2.0,2.0,2.0,37.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.044,35.246,7.0,101.0,W,CTL,D,0.0,0.0,-3.3473684279224374,78.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:58:41,2.0,3.0,79.0,0.0,1.0,1.0,1.0,15,0,1.0,2.0,2.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.485,27.841,6.0,97.0,W,CTL,ND,0.0,0.0,-7.317721526357955,78.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,0:59:24,1.0,13.0,79.0,0.0,0.0,6.0,6.0,1,1,2.0,1.0,1.0,40.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.405,58.848,10.0,127.0,W,NCTL,ND,0.0,1.0,2.63571427614796,78.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:56:26,2.0,4.0,79.0,1.0,0.0,2.0,1.0,30,30.0,1.0,1.0,1.0,45.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19,42.447,9.0,110.0,W,NCTL,D,0.0,1.0,23.5761904686319,78,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:05:15,2,5,79,0,1,2,2,15,15,1,1,1,34,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.265,19.026,3,113.0,W,NCTL,D,0,1,-22.288000004096
79.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:59:22,2.0,4.0,80.0,1.0,0.0,0.0,3.0,0,0,1.0,2.0,2.0,37.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.924,44.017,10.0,106.0,B,NCTL,D,0.0,0.0,-3.3473684279224374,79.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:59:32,2.0,3.0,80.0,0.0,1.0,1.0,1.0,15,15,1.0,1.0,1.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644,4.116,1.0,111.0,W,NCTL,ND,0.0,1.0,-9.217721526357955,79.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,1:00:34,1.0,13.0,80.0,0.0,0.0,6.0,6.0,2,1,1.0,1.0,2.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.954,16.225,4.0,113.0,W,NCTL,ND,0.0,0.0,0.5357142761479594,79.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:57:07,2.0,4.0,80.0,1.0,0.0,2.0,1.0,40,30.0,1.0,1.0,1.0,46.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.403,36.5,9.0,121.0,C,NCTL,ND,0.0,1.0,25.676190468631894,79,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:05:42,2,5,80,0,1,2,2,30,15,1,1,1,35,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28.725,24.977,7,126.0,C,NCTL,ND,0,1,-19.188000004096
80.0,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:00:17,2.0,4.0,81.0,1.0,0.0,0.0,3.0,0,15,1.0,1.0,1.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.013,9.173,1.0,111.0,C,NCTL,ND,0.0,1.0,-1.2473684279224375,80.0,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:59:57,2.0,3.0,81.0,0.0,1.0,1.0,1.0,30,15,1.0,2.0,1.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.917,2.29,1.0,123.0,BC,NCTL,ND,0.0,1.0,-10.217721526357955,80.0,2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,1:01:03,1.0,13.0,81.0,0.0,0.0,6.0,6.0,2,2,1.0,2.0,1.0,41.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207,1.181,1.0,107.0,B,CTL,0,0.0,1.0,3.63571427614796,80.0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:58:00,2.0,5.0,81.0,1.0,0.0,3.0,1.0,0,0.0,2.0,1.0,2.0,46.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.718,10.49,3.0,120.0,C,NCTL,ND,0.0,0.0,29.676190468631894,80,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1:06:16,2,5,81,0,1,2,2,40,15,1,1,2,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.492,6.408,2,132.0,C,NCTL,D,0,0,-22.288000004096
