,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,p1_long_rallies_won,Score Factor,Service Factor,Break Factor,Rally Factor,Points Advantage,Serve Advantage,Unforced Errors,Winners,Momentum,p1_score_diff,momen_diff,fluc_point
17,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:11:16,1,3,18,0,0,1,1,15,30,2,1,2,8,10,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.496,11.192,3,128.0,C,NCTL,ND,0,0,0,0,-1,0.0,0.5822784736420447,-1,-1,0,0,-2.4955729830791045,0.0,-0.12375323238348468,0
18,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:11:45,1,3,19,0,0,1,1,15,40,2,2,2,8,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694,3.937,1,107.0,BC,NCTL,D,0,0,0,0,-1,0.0,0.5822784736420447,-3,-1,0,0,-5.0367383289946615,0.0,-2.541165345915557,0
19,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:13:50,1,4,20,0,0,1,2,0,0,1,1,1,9,11,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.89,12.803,3,116.0,BW,CTL,ND,0,1,0,-1,0,0.0,0.5822784736420447,-1,1,0,1,-0.5828655571154557,1.0,4.4538727718792055,1
20,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:14:21,1,4,21,0,0,1,2,15,0,1,1,1,10,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,1.11,1,130.0,W,CTL,,1,1,0,-1,1,0.0,0.5822784736420447,1,1,0,2,1.88173114171693,1.0,2.464596698832386,0
21,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:14:45,1,4,22,0,0,1,2,30,0,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.697,7.706,1,116.0,BW,CTL,ND,0,1,0,-1,1,0.0,0.5822784736420447,3,1,0,2,4.0611597066098755,1.0,2.1794285648929455,0
22,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:15:07,1,4,23,0,0,1,2,40,0,1,1,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.451,13.533,3,116.0,C,NCTL,ND,0,1,0,-1,1,0.0,0.5822784736420447,3,1,0,1,4.239267629047983,1.0,0.1781079224381079,0
23,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:16:05,1,5,24,0,0,2,2,0,0,2,2,1,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.135,23.502,6,101.0,C,NCTL,ND,0,1,1,0,0,0.0,0.5822784736420447,3,-1,0,0,2.632224214039546,1.0,-1.6070434150084374,0
24,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:17:13,1,5,25,0,0,2,2,15,0,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.865,10.799,3,130.0,C,NCTL,ND,0,0,0,0,0,0.0,0.5822784736420447,1,-1,0,0,0.17182482226108486,0.0,-2.460399391778461,1
25,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:17:42,1,5,26,0,0,2,2,15,15,2,1,2,13,13,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.619,8.818,3,132.0,C,CTL,ND,0,0,0,0,0,0.0,0.5822784736420447,-1,-1,0,0,-1.862082047163105,0.0,-2.03390686942419,0
26,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:18:11,1,5,27,0,0,2,2,15,30,2,1,2,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.592,19.46,5,123.0,W,NCTL,ND,0,0,0,0,0,0.0,0.5822784736420447,-3,-1,0,0,-3.9322467358235005,0.0,-2.0701646886603955,0
27,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:18:43,1,5,28,0,0,2,2,15,40,2,1,1,14,14,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.839,12.249,4,119.0,W,NCTL,ND,0,1,1,0,0,0.0,0.5822784736420447,-1,-1,0,1,-1.3915072456110342,1.0,2.5407394902124665,0
28,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:19:16,1,5,29,0,0,2,2,30,40,2,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.074,15.414,4,131.0,BC,NCTL,D,0,1,1,0,0,0.0,0.5822784736420447,1,-1,0,1,0.5090432256116648,1.0,1.900550471222699,0
29,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:19:50,1,5,30,0,0,2,2,40,40,2,1,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.529,6.898,1,134.0,C,NCTL,D,0,0,0,0,0,0.0,0.5822784736420447,1,-1,0,1,0.2249407933355788,0.0,-0.284102432276086,0
30,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:20:17,1,5,31,0,0,2,2,40,AD,2,2,2,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.035,3.765,1,100.0,B,NCTL,D,0,0,0,0,0,0.0,0.5822784736420447,-1,-1,0,0,-1.5929801658566403,0.0,-1.817920959192219,1
31,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:22:20,1,6,32,0,0,2,3,0,0,1,1,1,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.825,16.61,3,95.0,W,CTL,ND,0,1,0,-1,0,0.0,0.5822784736420447,-1,1,0,0,0.01820743907579514,1.0,1.6111876049324354,0
32,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:22:51,1,6,33,0,0,2,3,15,0,1,1,1,17,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23.49,19.324,5,111.0,C,NCTL,ND,0,1,1,-1,0,0.0,0.5822784736420447,1,1,0,0,1.6221604356251094,1.0,1.6039529965493142,0
33,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:23:19,1,6,34,0,0,2,3,30,0,1,2,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.422,4.726,1,94.0,BC,NCTL,ND,0,1,0,-1,0,0.0,0.5822784736420447,3,1,0,0,3.245230041492925,1.0,1.6230696058678156,0
34,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:24:09,1,6,35,0,0,2,3,40,0,1,2,1,19,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.574,7.327,1,,W,CTL,D,0,1,0,-1,0,0.0,0.5822784736420447,3,1,0,0,3.271853593755778,1.0,0.026623552262853067,0
35,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:24:49,1,7,36,0,0,3,3,0,0,2,1,2,19,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,31.888,21.568,5,120.0,BW,CTL,ND,0,0,0,0,0,0.0,0.5822784736420447,1,-1,-1,0,-0.4616310423929688,0.0,-3.733484636148747,0
36,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:25:21,1,7,37,0,0,3,3,0,15,2,2,1,20,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.569,56.626,4,93.0,BW,NCTL,D,0,1,1,0,0,0.0,0.5822784736420447,1,-1,-1,0,-0.13848218004866342,1.0,0.3231488623443054,0
37,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:26:39,1,7,38,0,0,3,3,15,15,2,1,2,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,4.925,1,124.0,W,CTL,D,0,0,0,0,0,0.0,0.5822784736420447,-1,-1,-1,0,-1.8714063025923122,0.0,-1.7329241225436487,1
38,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:27:22,1,7,39,0,0,3,3,15,30,2,2,1,21,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.373,5.841,2,105.0,B,NCTL,ND,0,1,0,0,0,0.0,0.5822784736420447,1,-1,0,0,0.3033267873953067,1.0,2.174733089987619,0
39,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:28:05,1,7,40,0,0,3,3,30,30,2,2,1,22,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.396,28.704,8,104.0,BC,NCTL,ND,0,1,1,0,0,0.0,0.5822784736420447,1,-1,0,0,0.3932185611152683,1.0,0.0898917737199616,0
40,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:29:04,1,7,41,0,0,3,3,40,30,2,1,2,22,19,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.781,12.416,3,122.0,B,NCTL,ND,0,0,0,0,0,-0.9999990000010001,0.5822784736420447,1,-1,0,0,-0.38584948573392364,0.0,-0.779068046849192,0
41,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:29:55,1,7,42,0,0,3,3,40,40,2,1,2,22,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.024,21.731,5,120.0,W,CTL,D,0,0,0,0,0,-0.9999990000010001,0.5822784736420447,-1,-1,0,0,-2.1999057937279423,0.0,-1.8140563079940186,0
42,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:30:32,1,7,43,0,0,3,3,40,AD,2,2,2,22,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.535,17.523,5,103.0,B,NCTL,ND,0,0,0,0,0,-0.9999990000010001,0.5822784736420447,-3,-1,-1,0,-4.363841096922334,0.0,-2.1639353031943918,0
43,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:32:40,1,8,44,0,0,3,4,0,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.681,7.728,2,106.0,C,NCTL,ND,0,0,0,-1,0,0.0,0.5822784736420447,-3,1,-2,0,-2.8007433375824244,0.0,1.5630977593399096,0
44,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:33:15,1,8,45,0,0,3,4,0,15,1,1,1,23,22,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23.167,21.196,5,127.0,B,NCTL,ND,0,1,1,-1,0,0.0,0.5822784736420447,-1,1,-2,1,-0.07781989748815979,1.0,2.722923440094265,0
45,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:34:00,1,8,46,0,0,3,4,15,15,1,1,2,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.638,12.491,2,117.0,BC,CTL,ND,0,0,0,-1,0,0.0,0.5822784736420447,-1,1,-2,1,-0.07781989748815979,0.0,0.0,0
46,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:34:32,1,8,47,0,0,3,4,15,30,1,1,2,23,24,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34.436,32.138,8,129.0,W,CTL,ND,0,0,0,-1,0,0.0,0.5822784736420447,-1,1,-1,1,-0.24087923573320863,0.0,-0.16305933824504884,0
47,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:35:17,1,8,48,0,0,3,4,15,40,1,2,1,24,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,21.304,16.298,3,102.0,C,NCTL,ND,0,1,0,-1,0,0.9999990000010001,0.5822784736420447,-1,1,-1,0,0.7507583834190817,1.0,0.9916376191522904,0
48,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:36:05,1,8,49,0,0,3,4,30,40,1,1,2,24,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,39.175,40.206,6,128.0,BC,NCTL,D,0,0,0,-1,0,0.0,0.5822784736420447,-1,1,-1,0,-0.3705665857826496,0.0,-1.1213249692017313,0
49,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:37:10,1,9,50,0,0,3,5,0,0,2,2,2,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.066,40.816,11,114.0,B,CTL,D,0,0,0,-2,0,0.0,0.5822784736420447,-1,-1,-1,0,-1.9353624230826263,0.0,-1.5647958372999766,0
50,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:38:28,1,9,51,0,0,3,5,0,15,2,2,2,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.915,4.13,1,105.0,B,NCTL,D,0,0,0,-2,0,-0.9999990000010001,0.5822784736420447,-3,-1,-1,0,-4.744669009657524,0.0,-2.8093065865748974,0
51,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:39:10,1,9,52,0,0,3,5,0,30,2,2,1,25,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.508,28.069,8,104.0,B,NCTL,ND,0,1,1,-2,0,0.0,0.5822784736420447,-1,-1,0,0,-1.404101272375014,1.0,3.3405677372825098,0
52,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:40:07,1,9,53,0,0,3,5,15,30,2,1,1,26,27,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.392,17.291,4,125.0,W,CTL,ND,0,1,1,-2,0,0.0,0.5822784736420447,1,-1,0,1,0.4523237489670623,1.0,1.8564250213420763,0
53,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:40:47,1,9,54,0,0,3,5,30,30,2,1,2,26,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.959,6.989,1,129.0,C,NCTL,,0,0,0,-2,0,0.0,0.5822784736420447,1,-1,0,1,0.23755441487914222,0.0,-0.21476933408792007,0
54,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:41:15,1,9,55,0,0,3,5,30,40,2,1,1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.502,53.303,4,130.0,BW,NCTL,D,0,1,1,-2,0,0.0,0.5822784736420447,1,-1,0,1,0.35077882829090334,1.0,0.11322441341176112,1
55,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:41:52,1,9,56,0,0,3,5,40,40,2,1,2,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.043,6.947,1,135.0,C,NCTL,ND,0,0,0,-2,0,0.0,0.5822784736420447,-1,-1,0,0,-1.477096845577183,0.0,-1.8278756738680864,1
56,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:42:20,1,9,57,0,0,3,5,40,AD,2,1,2,27,30,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.206,18.357,3,131.0,B,NCTL,ND,0,0,0,-2,0,0.0,0.5822784736420447,-1,-1,0,0,-1.5330802595967779,0.0,-0.055983414019594946,0
57,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:44:46,2,1,58,0,1,0,0,0,0,1,1,1,28,30,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.648,16.483,5,128.0,C,NCTL,D,0,1,1,-6,0,0.0,0.5822784736420447,-1,1,0,1,0.2553081123407606,1.0,1.7883883719375384,1
58,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:45:44,2,1,59,0,1,0,0,15,0,1,1,2,28,31,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.156,32.174,8,119.0,C,NCTL,D,0,0,0,-6,0,0.0,0.5822784736420447,-1,1,0,1,0.03446873633126781,0.0,-0.2208393760094928,1
59,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:46:22,2,1,60,0,1,0,0,15,15,1,1,1,29,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.54,1,129.0,C,NCTL,,0,1,0,-6,0,0.0,0.5822784736420447,1,1,0,2,1.986691933824019,1.0,1.952223197492751,1
60,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:46:49,2,1,61,0,1,0,0,30,15,1,1,2,29,32,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.856,17.404,4,112.0,W,NCTL,,0,0,0,-6,0,0.0,0.5822784736420447,-1,1,0,1,0.06282531296124688,0.0,-1.9238666208627722,0
61,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:47:20,2,1,62,0,1,0,0,30,30,1,1,2,29,33,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.244,26.035,8,127.0,C,NCTL,ND,0,0,0,-6,0,0.0,0.5822784736420447,-1,1,0,1,-0.12176290392783921,0.0,-0.1845882168890861,0
62,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:48:02,2,1,63,0,1,0,0,30,40,1,1,1,30,33,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.732,22.489,7,129.0,BW,NCTL,D,0,1,1,-6,0,0.9999990000010001,0.5822784736420447,-1,1,0,1,1.030939478571907,1.0,1.1527023824997462,0
63,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:48:41,2,1,64,0,1,0,0,40,40,1,2,1,31,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.933,19.075,3,116.0,C,CTL,ND,0,1,0,-6,0,0.9999990000010001,0.5822784736420447,1,1,0,1,2.967409902238789,1.0,1.936470423666882,0
64,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:49:25,2,1,65,0,1,0,0,AD,40,1,1,2,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.053,17.336,4,120.0,C,NCTL,D,0,0,0,-6,0,0.9999990000010001,0.5822784736420447,1,1,0,1,2.2691381160479085,0.0,-0.6982717861908805,0
65,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:49:56,2,1,66,0,1,0,0,40,40,1,1,1,32,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.698,10.945,3,114.0,BC,CTL,D,0,1,0,-6,0,0.0,0.5822784736420447,1,1,0,0,1.7219498495628913,1.0,-0.5471882664850172,0
66,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:50:26,2,1,67,0,1,0,0,AD,40,1,1,2,32,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11.81,17.096,2,98.0,W,CTL,ND,0,0,0,-6,0,0.0,0.5822784736420447,-1,1,-1,0,-0.47351847230671984,0.0,-2.195468321869611,0
67,2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0:50:57,2,1,68,0,1,0,0,40,40,1,1,1,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,5.156,1,107.0,W,CTL,D,0,1,0,-6,0,0.0,0.5822784736420447,1,1,-1,0,1.4372197432909628,1.0,1.9107382155976826,0
